name,pairs,precision,recall,f1,macro_supported,sample_f1_empty_correct,any_f1,false_relevant,missed_all
union:baseline_balanced@0.35+thinking_recall@0.35+grouped_event@0.35,295,0.5491525423728814,0.5276872964169381,0.5382059800664452,0.36326220472656173,0.5632142857142857,0.829736211031175,17,54
union:baseline_balanced@0.35+thinking_recall@0.35+grouped_event@0.6,295,0.5491525423728814,0.5276872964169381,0.5382059800664452,0.36326220472656173,0.5632142857142857,0.829736211031175,17,54
union:baseline_balanced@0.35+thinking_recall@0.6+grouped_event@0.35,295,0.5491525423728814,0.5276872964169381,0.5382059800664452,0.36326220472656173,0.5632142857142857,0.829736211031175,17,54
union:baseline_balanced@0.35+thinking_recall@0.6+grouped_event@0.6,295,0.5491525423728814,0.5276872964169381,0.5382059800664452,0.36326220472656173,0.5632142857142857,0.829736211031175,17,54
union:baseline_balanced@0.6+thinking_recall@0.35+grouped_event@0.35,295,0.5491525423728814,0.5276872964169381,0.5382059800664452,0.36326220472656173,0.5632142857142857,0.829736211031175,17,54
union:baseline_balanced@0.6+thinking_recall@0.35+grouped_event@0.6,295,0.5491525423728814,0.5276872964169381,0.5382059800664452,0.36326220472656173,0.5632142857142857,0.829736211031175,17,54
union:baseline_balanced@0.6+thinking_recall@0.6+grouped_event@0.35,295,0.5491525423728814,0.5276872964169381,0.5382059800664452,0.36326220472656173,0.5632142857142857,0.829736211031175,17,54
union:baseline_balanced@0.6+thinking_recall@0.6+grouped_event@0.6,295,0.5491525423728814,0.5276872964169381,0.5382059800664452,0.36326220472656173,0.5632142857142857,0.829736211031175,17,54
union:baseline_balanced@0.35+thinking_recall@0.35,208,0.6634615384615384,0.4495114006514658,0.5359223300970873,0.27589097903958676,0.5628888888888889,0.8089330024813896,13,64
union:baseline_balanced@0.35+thinking_recall@0.6,208,0.6634615384615384,0.4495114006514658,0.5359223300970873,0.27589097903958676,0.5628888888888889,0.8089330024813896,13,64
union:baseline_balanced@0.6+thinking_recall@0.35,208,0.6634615384615384,0.4495114006514658,0.5359223300970873,0.27589097903958676,0.5628888888888889,0.8089330024813896,13,64
union:baseline_balanced@0.6+thinking_recall@0.6,208,0.6634615384615384,0.4495114006514658,0.5359223300970873,0.27589097903958676,0.5628888888888889,0.8089330024813896,13,64
union:baseline_balanced@0.1+thinking_recall@0.35,292,0.5445205479452054,0.5179153094462541,0.5308848080133556,0.26412336867194985,0.5524444444444444,0.8831168831168831,31,23
union:baseline_balanced@0.1+thinking_recall@0.6,292,0.5445205479452054,0.5179153094462541,0.5308848080133556,0.26412336867194985,0.5524444444444444,0.8831168831168831,31,23
union:baseline_balanced@0.3+thinking_recall@0.35,292,0.5445205479452054,0.5179153094462541,0.5308848080133556,0.26412336867194985,0.5524444444444444,0.8831168831168831,31,23
union:baseline_balanced@0.3+thinking_recall@0.6,292,0.5445205479452054,0.5179153094462541,0.5308848080133556,0.26412336867194985,0.5524444444444444,0.8831168831168831,31,23
union:baseline_balanced@0.1+thinking_recall@0.35+grouped_event@0.35,372,0.478494623655914,0.5798045602605864,0.524300441826215,0.3507804395866578,0.541547619047619,0.8846153846153846,34,20
union:baseline_balanced@0.1+thinking_recall@0.35+grouped_event@0.6,372,0.478494623655914,0.5798045602605864,0.524300441826215,0.3507804395866578,0.541547619047619,0.8846153846153846,34,20
union:baseline_balanced@0.1+thinking_recall@0.6+grouped_event@0.35,372,0.478494623655914,0.5798045602605864,0.524300441826215,0.3507804395866578,0.541547619047619,0.8846153846153846,34,20
union:baseline_balanced@0.1+thinking_recall@0.6+grouped_event@0.6,372,0.478494623655914,0.5798045602605864,0.524300441826215,0.3507804395866578,0.541547619047619,0.8846153846153846,34,20
union:baseline_balanced@0.3+thinking_recall@0.35+grouped_event@0.35,372,0.478494623655914,0.5798045602605864,0.524300441826215,0.3507804395866578,0.541547619047619,0.8846153846153846,34,20
union:baseline_balanced@0.3+thinking_recall@0.35+grouped_event@0.6,372,0.478494623655914,0.5798045602605864,0.524300441826215,0.3507804395866578,0.541547619047619,0.8846153846153846,34,20
union:baseline_balanced@0.3+thinking_recall@0.6+grouped_event@0.35,372,0.478494623655914,0.5798045602605864,0.524300441826215,0.3507804395866578,0.541547619047619,0.8846153846153846,34,20
union:baseline_balanced@0.3+thinking_recall@0.6+grouped_event@0.6,372,0.478494623655914,0.5798045602605864,0.524300441826215,0.3507804395866578,0.541547619047619,0.8846153846153846,34,20
union:baseline_balanced@0.35+thinking_recall@0.1+grouped_event@0.35,370,0.4783783783783784,0.5765472312703583,0.5228951255539144,0.35442953494677354,0.5148809523809524,0.8801652892561983,44,14
union:baseline_balanced@0.35+thinking_recall@0.1+grouped_event@0.6,370,0.4783783783783784,0.5765472312703583,0.5228951255539144,0.35442953494677354,0.5148809523809524,0.8801652892561983,44,14
union:baseline_balanced@0.35+thinking_recall@0.3+grouped_event@0.35,370,0.4783783783783784,0.5765472312703583,0.5228951255539144,0.35442953494677354,0.5148809523809524,0.8801652892561983,44,14
union:baseline_balanced@0.35+thinking_recall@0.3+grouped_event@0.6,370,0.4783783783783784,0.5765472312703583,0.5228951255539144,0.35442953494677354,0.5148809523809524,0.8801652892561983,44,14
union:baseline_balanced@0.6+thinking_recall@0.1+grouped_event@0.35,370,0.4783783783783784,0.5765472312703583,0.5228951255539144,0.35442953494677354,0.5148809523809524,0.8801652892561983,44,14
union:baseline_balanced@0.6+thinking_recall@0.1+grouped_event@0.6,370,0.4783783783783784,0.5765472312703583,0.5228951255539144,0.35442953494677354,0.5148809523809524,0.8801652892561983,44,14
union:baseline_balanced@0.6+thinking_recall@0.3+grouped_event@0.35,370,0.4783783783783784,0.5765472312703583,0.5228951255539144,0.35442953494677354,0.5148809523809524,0.8801652892561983,44,14
union:baseline_balanced@0.6+thinking_recall@0.3+grouped_event@0.6,370,0.4783783783783784,0.5765472312703583,0.5228951255539144,0.35442953494677354,0.5148809523809524,0.8801652892561983,44,14
union:baseline_balanced@0.35+thinking_recall@0.1,286,0.541958041958042,0.504885993485342,0.5227655986509275,0.26300526990560014,0.5178888888888888,0.8744769874476988,42,18
union:baseline_balanced@0.35+thinking_recall@0.3,286,0.541958041958042,0.504885993485342,0.5227655986509275,0.26300526990560014,0.5178888888888888,0.8744769874476988,42,18
union:baseline_balanced@0.6+thinking_recall@0.1,286,0.541958041958042,0.504885993485342,0.5227655986509275,0.26300526990560014,0.5178888888888888,0.8744769874476988,42,18
union:baseline_balanced@0.6+thinking_recall@0.3,286,0.541958041958042,0.504885993485342,0.5227655986509275,0.26300526990560014,0.5178888888888888,0.8744769874476988,42,18
union:baseline_balanced@0.1+thinking_recall@0.1,337,0.49258160237388726,0.5407166123778502,0.515527950310559,0.25850310195584203,0.5024444444444444,0.8853118712273642,50,7
union:baseline_balanced@0.1+thinking_recall@0.3,337,0.49258160237388726,0.5407166123778502,0.515527950310559,0.25850310195584203,0.5024444444444444,0.8853118712273642,50,7
union:baseline_balanced@0.3+thinking_recall@0.1,337,0.49258160237388726,0.5407166123778502,0.515527950310559,0.25850310195584203,0.5024444444444444,0.8853118712273642,50,7
union:baseline_balanced@0.3+thinking_recall@0.3,337,0.49258160237388726,0.5407166123778502,0.515527950310559,0.25850310195584203,0.5024444444444444,0.8853118712273642,50,7
union:baseline_balanced@0.1+thinking_recall@0.1+grouped_event@0.35,416,0.44471153846153844,0.6026058631921825,0.5117565698478561,0.3469056831434111,0.4969920634920635,0.888,51,5
union:baseline_balanced@0.1+thinking_recall@0.1+grouped_event@0.6,416,0.44471153846153844,0.6026058631921825,0.5117565698478561,0.3469056831434111,0.4969920634920635,0.888,51,5
union:baseline_balanced@0.1+thinking_recall@0.3+grouped_event@0.35,416,0.44471153846153844,0.6026058631921825,0.5117565698478561,0.3469056831434111,0.4969920634920635,0.888,51,5
union:baseline_balanced@0.1+thinking_recall@0.3+grouped_event@0.6,416,0.44471153846153844,0.6026058631921825,0.5117565698478561,0.3469056831434111,0.4969920634920635,0.888,51,5
union:baseline_balanced@0.3+thinking_recall@0.1+grouped_event@0.35,416,0.44471153846153844,0.6026058631921825,0.5117565698478561,0.3469056831434111,0.4969920634920635,0.888,51,5
union:baseline_balanced@0.3+thinking_recall@0.1+grouped_event@0.6,416,0.44471153846153844,0.6026058631921825,0.5117565698478561,0.3469056831434111,0.4969920634920635,0.888,51,5
union:baseline_balanced@0.3+thinking_recall@0.3+grouped_event@0.35,416,0.44471153846153844,0.6026058631921825,0.5117565698478561,0.3469056831434111,0.4969920634920635,0.888,51,5
union:baseline_balanced@0.3+thinking_recall@0.3+grouped_event@0.6,416,0.44471153846153844,0.6026058631921825,0.5117565698478561,0.3469056831434111,0.4969920634920635,0.888,51,5
union:thinking_recall@0.35+grouped_event@0.35,269,0.5390334572490706,0.4723127035830619,0.5034722222222222,0.3452495730976216,0.534531746031746,0.8029556650246306,16,64
union:thinking_recall@0.35+grouped_event@0.6,269,0.5390334572490706,0.4723127035830619,0.5034722222222222,0.3452495730976216,0.534531746031746,0.8029556650246306,16,64
union:thinking_recall@0.6+grouped_event@0.35,269,0.5390334572490706,0.4723127035830619,0.5034722222222222,0.3452495730976216,0.534531746031746,0.8029556650246306,16,64
union:thinking_recall@0.6+grouped_event@0.6,269,0.5390334572490706,0.4723127035830619,0.5034722222222222,0.3452495730976216,0.534531746031746,0.8029556650246306,16,64
union:baseline_balanced@0.1+grouped_event@0.35,331,0.48338368580060426,0.5211726384364821,0.5015673981191222,0.3363067965310287,0.5247222222222223,0.8703296703296703,30,29
union:baseline_balanced@0.1+grouped_event@0.6,331,0.48338368580060426,0.5211726384364821,0.5015673981191222,0.3363067965310287,0.5247222222222223,0.8703296703296703,30,29
union:baseline_balanced@0.3+grouped_event@0.35,331,0.48338368580060426,0.5211726384364821,0.5015673981191222,0.3363067965310287,0.5247222222222223,0.8703296703296703,30,29
union:baseline_balanced@0.3+grouped_event@0.6,331,0.48338368580060426,0.5211726384364821,0.5015673981191222,0.3363067965310287,0.5247222222222223,0.8703296703296703,30,29
union:thinking_recall@0.1+grouped_event@0.35,348,0.46551724137931033,0.5276872964169381,0.4946564885496183,0.3369055491680417,0.49064285714285716,0.8679245283018868,43,20
union:thinking_recall@0.1+grouped_event@0.6,348,0.46551724137931033,0.5276872964169381,0.4946564885496183,0.3369055491680417,0.49064285714285716,0.8679245283018868,43,20
union:thinking_recall@0.3+grouped_event@0.35,348,0.46551724137931033,0.5276872964169381,0.4946564885496183,0.3369055491680417,0.49064285714285716,0.8679245283018868,43,20
union:thinking_recall@0.3+grouped_event@0.6,348,0.46551724137931033,0.5276872964169381,0.4946564885496183,0.3369055491680417,0.49064285714285716,0.8679245283018868,43,20
union:baseline_balanced@0.35+grouped_event@0.35,234,0.5683760683760684,0.43322475570032576,0.49168207024029575,0.341316581858319,0.5291666666666667,0.7611548556430446,9,82
union:baseline_balanced@0.35+grouped_event@0.6,234,0.5683760683760684,0.43322475570032576,0.49168207024029575,0.341316581858319,0.5291666666666667,0.7611548556430446,9,82
union:baseline_balanced@0.6+grouped_event@0.35,234,0.5683760683760684,0.43322475570032576,0.49168207024029575,0.341316581858319,0.5291666666666667,0.7611548556430446,9,82
union:baseline_balanced@0.6+grouped_event@0.6,234,0.5683760683760684,0.43322475570032576,0.49168207024029575,0.341316581858319,0.5291666666666667,0.7611548556430446,9,82
baseline_balanced@0.05,236,0.559322033898305,0.42996742671009774,0.4861878453038674,0.24686306757077944,0.5118888888888888,0.8454545454545455,27,41
baseline_balanced@0.1,236,0.559322033898305,0.42996742671009774,0.4861878453038674,0.24686306757077944,0.5118888888888888,0.8454545454545455,27,41
baseline_balanced@0.15,236,0.559322033898305,0.42996742671009774,0.4861878453038674,0.24686306757077944,0.5118888888888888,0.8454545454545455,27,41
baseline_balanced@0.2,236,0.559322033898305,0.42996742671009774,0.4861878453038674,0.24686306757077944,0.5118888888888888,0.8454545454545455,27,41
baseline_balanced@0.25,236,0.559322033898305,0.42996742671009774,0.4861878453038674,0.24686306757077944,0.5118888888888888,0.8454545454545455,27,41
baseline_balanced@0.3,236,0.559322033898305,0.42996742671009774,0.4861878453038674,0.24686306757077944,0.5118888888888888,0.8454545454545455,27,41
thinking_recall@0.05,253,0.5296442687747036,0.4364820846905538,0.4785714285714286,0.17976897244631798,0.4858888888888888,0.8522483940042827,41,28
thinking_recall@0.1,253,0.5296442687747036,0.4364820846905538,0.4785714285714286,0.17976897244631798,0.4858888888888888,0.8522483940042827,41,28
thinking_recall@0.15,253,0.5296442687747036,0.4364820846905538,0.4785714285714286,0.17976897244631798,0.4858888888888888,0.8522483940042827,41,28
thinking_recall@0.2,253,0.5296442687747036,0.4364820846905538,0.4785714285714286,0.17976897244631798,0.4858888888888888,0.8522483940042827,41,28
thinking_recall@0.25,253,0.5296442687747036,0.4364820846905538,0.4785714285714286,0.17976897244631798,0.4858888888888888,0.8522483940042827,41,28
thinking_recall@0.3,253,0.5296442687747036,0.4364820846905538,0.4785714285714286,0.17976897244631798,0.4858888888888888,0.8522483940042827,41,28
thinking_recall@0.35,168,0.6726190476190477,0.36807817589576547,0.47578947368421054,0.18965939528471823,0.5186666666666666,0.7552083333333334,12,82
